Date : 2026-04-14 20:12:49
Directory : d:\Projects\C\cleonos
Total : 165 files,  13838 codes, 10 comments, 3547 blanks, all 17395 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\Projects\C\cleonos\CMakeLists.txt                          | CMake            |        579 |          0 |         84 |        663 |
| d:\Projects\C\cleonos\Makefile                                | Makefile         |        100 |          0 |         22 |        122 |
| d:\Projects\C\cleonos\cleonos\c\apps\ansi_main.c              | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\append_main.c            | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\cat_main.c               | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\cd_main.c                | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\clear_main.c             | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\cp_main.c                | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\dmesg_main.c             | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\elfrunner_kmain.c        | C                |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\cleonos\c\apps\elfrunner_main.c         | C                |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\cleonos\c\apps\exec_main.c              | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\exit_main.c              | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\fsstat_main.c            | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\hello_main.c             | C                |          6 |          0 |          2 |          8 |
| d:\Projects\C\cleonos\cleonos\c\apps\help_main.c              | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\kbdstat_main.c           | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\ls_main.c                | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\memc_kmain.c             | C                |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\cleonos\c\apps\memc_main.c              | C                |          8 |          0 |          3 |         11 |
| d:\Projects\C\cleonos\cleonos\c\apps\memstat_main.c           | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\mkdir_main.c             | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\mv_main.c                | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\pid_main.c               | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\pwd_main.c               | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\restart_main.c           | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\rm_main.c                | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_cmd.c        | C                |        776 |          0 |        182 |        958 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_external.c   | C                |        223 |          0 |         75 |        298 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_input.c      | C                |        255 |          0 |         68 |        323 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_internal.h   | C++              |         84 |          0 |         19 |        103 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_path.c       | C                |        153 |          0 |         50 |        203 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_script.c     | C                |         35 |          0 |         12 |         47 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_util.c       | C                |        211 |          0 |         66 |        277 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell_main.c             | C                |         19 |          0 |          6 |         25 |
| d:\Projects\C\cleonos\cleonos\c\apps\shstat_main.c            | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\shutdown_main.c          | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\sleep_main.c             | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\spawn_main.c             | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\stats_main.c             | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\taskstat_main.c          | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\touch_main.c             | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\tty_main.c               | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\ttydrv_main.c            | C                |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\cleonos\c\apps\userstat_main.c          | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\wait_main.c              | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\write_main.c             | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\yield_main.c             | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\include\cleonos_rust_bridge.h | C++              |          6 |          0 |          4 |         10 |
| d:\Projects\C\cleonos\cleonos\c\include\cleonos_syscall.h     | C++              |        102 |          0 |          6 |        108 |
| d:\Projects\C\cleonos\cleonos\c\src\runtime.c                 | C                |          8 |          0 |          5 |         13 |
| d:\Projects\C\cleonos\cleonos\c\src\syscall.c                 | C                |        152 |          0 |         50 |        202 |
| d:\Projects\C\cleonos\cleonos\c\stub.c                        | C                |          3 |          4 |          2 |          9 |
| d:\Projects\C\cleonos\cleonos\rust\src\lib.rs                 | Rust             |         23 |          0 |          9 |         32 |
| d:\Projects\C\cleonos\clks\arch\aarch64\boot.c                | C                |          6 |          0 |          1 |          7 |
| d:\Projects\C\cleonos\clks\arch\x86_64\boot.c                 | C                |          6 |          0 |          1 |          7 |
| d:\Projects\C\cleonos\clks\arch\x86_64\exec_stack_call.S      | Go Assembly      |         14 |          0 |          6 |         20 |
| d:\Projects\C\cleonos\clks\arch\x86_64\interrupt_stubs.S      | Go Assembly      |        108 |          0 |         12 |        120 |
| d:\Projects\C\cleonos\clks\drivers\serial\serial.c            | C                |         52 |          0 |         16 |         68 |
| d:\Projects\C\cleonos\clks\drivers\video\font8x8.c            | C                |         67 |          0 |          8 |         75 |
| d:\Projects\C\cleonos\clks\drivers\video\font8x8.h            | C++              |          5 |          0 |          3 |          8 |
| d:\Projects\C\cleonos\clks\drivers\video\framebuffer.c        | C                |        230 |          0 |         64 |        294 |
| d:\Projects\C\cleonos\clks\drivers\video\psf_font.c           | C                |        230 |          0 |         56 |        286 |
| d:\Projects\C\cleonos\clks\drivers\video\psf_font.h           | C++              |         15 |          0 |          5 |         20 |
| d:\Projects\C\cleonos\clks\include\clks\boot.h                | C++              |         11 |          0 |          4 |         15 |
| d:\Projects\C\cleonos\clks\include\clks\compiler.h            | C++              |         13 |          0 |          4 |         17 |
| d:\Projects\C\cleonos\clks\include\clks\cpu.h                 | C++              |         20 |          0 |          4 |         24 |
| d:\Projects\C\cleonos\clks\include\clks\desktop.h             | C++              |          7 |          0 |          4 |         11 |
| d:\Projects\C\cleonos\clks\include\clks\driver.h              | C++              |         28 |          0 |          8 |         36 |
| d:\Projects\C\cleonos\clks\include\clks\elf64.h               | C++              |         32 |          0 |          9 |         41 |
| d:\Projects\C\cleonos\clks\include\clks\elfrunner.h           | C++              |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\clks\include\clks\exec.h                | C++              |         18 |          0 |          4 |         22 |
| d:\Projects\C\cleonos\clks\include\clks\framebuffer.h         | C++              |         23 |          0 |          5 |         28 |
| d:\Projects\C\cleonos\clks\include\clks\fs.h                  | C++              |         23 |          0 |          7 |         30 |
| d:\Projects\C\cleonos\clks\include\clks\heap.h                | C++              |         15 |          0 |          4 |         19 |
| d:\Projects\C\cleonos\clks\include\clks\interrupts.h          | C++              |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\clks\include\clks\kelf.h                | C++              |          9 |          0 |          5 |         14 |
| d:\Projects\C\cleonos\clks\include\clks\kernel.h              | C++              |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\clks\include\clks\keyboard.h            | C++              |         20 |          0 |          5 |         25 |
| d:\Projects\C\cleonos\clks\include\clks\limine.h              | C++              |        132 |          0 |         24 |        156 |
| d:\Projects\C\cleonos\clks\include\clks\log.h                 | C++              |         14 |          0 |          5 |         19 |
| d:\Projects\C\cleonos\clks\include\clks\mouse.h               | C++              |         20 |          0 |          6 |         26 |
| d:\Projects\C\cleonos\clks\include\clks\panic.h               | C++              |          7 |          0 |          3 |         10 |
| d:\Projects\C\cleonos\clks\include\clks\pmm.h                 | C++              |         16 |          0 |          5 |         21 |
| d:\Projects\C\cleonos\clks\include\clks\ramdisk.h             | C++              |         17 |          0 |          8 |         25 |
| d:\Projects\C\cleonos\clks\include\clks\scheduler.h           | C++              |         18 |          0 |          5 |         23 |
| d:\Projects\C\cleonos\clks\include\clks\serial.h              | C++              |          6 |          0 |          2 |          8 |
| d:\Projects\C\cleonos\clks\include\clks\service.h             | C++              |         31 |          0 |          8 |         39 |
| d:\Projects\C\cleonos\clks\include\clks\shell.h               | C++              |          7 |          0 |          3 |         10 |
| d:\Projects\C\cleonos\clks\include\clks\string.h              | C++              |          9 |          0 |          3 |         12 |
| d:\Projects\C\cleonos\clks\include\clks\syscall.h             | C++              |         55 |          0 |          4 |         59 |
| d:\Projects\C\cleonos\clks\include\clks\task.h                | C++              |         24 |          0 |          7 |         31 |
| d:\Projects\C\cleonos\clks\include\clks\tty.h                 | C++              |         14 |          0 |          4 |         18 |
| d:\Projects\C\cleonos\clks\include\clks\types.h               | C++              |         17 |          0 |          6 |         23 |
| d:\Projects\C\cleonos\clks\include\clks\userland.h            | C++              |         12 |          0 |          4 |         16 |
| d:\Projects\C\cleonos\clks\kernel\desktop.c                   | C                |        321 |          0 |         86 |        407 |
| d:\Projects\C\cleonos\clks\kernel\driver.c                    | C                |        163 |          0 |         48 |        211 |
| d:\Projects\C\cleonos\clks\kernel\elf64.c                     | C                |        239 |          0 |         73 |        312 |
| d:\Projects\C\cleonos\clks\kernel\elfrunner.c                 | C                |         30 |          0 |          8 |         38 |
| d:\Projects\C\cleonos\clks\kernel\exec.c                      | C                |        555 |          0 |        166 |        721 |
| d:\Projects\C\cleonos\clks\kernel\fs.c                        | C                |        698 |          0 |        220 |        918 |
| d:\Projects\C\cleonos\clks\kernel\heap.c                      | C                |        134 |          0 |         42 |        176 |
| d:\Projects\C\cleonos\clks\kernel\interrupts.c                | C                |        302 |          0 |         43 |        345 |
| d:\Projects\C\cleonos\clks\kernel\kelf.c                      | C                |        203 |          1 |         53 |        257 |
| d:\Projects\C\cleonos\clks\kernel\keyboard.c                  | C                |        259 |          0 |         64 |        323 |
| d:\Projects\C\cleonos\clks\kernel\kmain.c                     | C                |        198 |          1 |         52 |        251 |
| d:\Projects\C\cleonos\clks\kernel\limine_requests.c           | C                |         76 |          0 |         26 |        102 |
| d:\Projects\C\cleonos\clks\kernel\log.c                       | C                |        123 |          0 |         33 |        156 |
| d:\Projects\C\cleonos\clks\kernel\mouse.c                     | C                |        246 |          0 |         63 |        309 |
| d:\Projects\C\cleonos\clks\kernel\panic.c                     | C                |        179 |          0 |         60 |        239 |
| d:\Projects\C\cleonos\clks\kernel\pmm.c                       | C                |         82 |          0 |         23 |        105 |
| d:\Projects\C\cleonos\clks\kernel\ramdisk.c                   | C                |        172 |          0 |         50 |        222 |
| d:\Projects\C\cleonos\clks\kernel\scheduler.c                 | C                |        136 |          0 |         44 |        180 |
| d:\Projects\C\cleonos\clks\kernel\service.c                   | C                |        113 |          0 |         34 |        147 |
| d:\Projects\C\cleonos\clks\kernel\shell.c                     | C                |      1,249 |          0 |        317 |      1,566 |
| d:\Projects\C\cleonos\clks\kernel\syscall.c                   | C                |        492 |          0 |        110 |        602 |
| d:\Projects\C\cleonos\clks\kernel\tty.c                       | C                |        629 |          0 |        167 |        796 |
| d:\Projects\C\cleonos\clks\kernel\userland.c                  | C                |        124 |          0 |         35 |        159 |
| d:\Projects\C\cleonos\clks\lib\libc_compat.c                  | C                |         25 |          0 |          7 |         32 |
| d:\Projects\C\cleonos\clks\lib\string.c                       | C                |         54 |          0 |         16 |         70 |
| d:\Projects\C\cleonos\clks\rust\src\lib.rs                    | Rust             |         21 |          0 |          6 |         27 |
| d:\Projects\C\cleonos\cmake\check_tools.cmake                 | CMake            |         32 |          0 |          6 |         38 |
| d:\Projects\C\cleonos\cmake\log.cmake                         | CMake            |         30 |          0 |          6 |         36 |
| d:\Projects\C\cleonos\cmake\log_emit.cmake                    | CMake            |         23 |          0 |          6 |         29 |
| d:\Projects\C\cleonos\cmake\setup_limine.cmake                | CMake            |        100 |          0 |         18 |        118 |
| d:\Projects\C\cleonos\configs\limine.conf                     | Properties       |          6 |          0 |          1 |          7 |
| d:\Projects\C\cleonos\docs\README.md                          | Markdown         |         31 |          0 |          4 |         35 |
| d:\Projects\C\cleonos\docs\stage1.md                          | Markdown         |         41 |          0 |          5 |         46 |
| d:\Projects\C\cleonos\docs\stage10.md                         | Markdown         |         34 |          0 |          6 |         40 |
| d:\Projects\C\cleonos\docs\stage11.md                         | Markdown         |         36 |          0 |          5 |         41 |
| d:\Projects\C\cleonos\docs\stage12.md                         | Markdown         |         40 |          0 |          6 |         46 |
| d:\Projects\C\cleonos\docs\stage13.md                         | Markdown         |         34 |          0 |          6 |         40 |
| d:\Projects\C\cleonos\docs\stage14.md                         | Markdown         |         44 |          0 |          8 |         52 |
| d:\Projects\C\cleonos\docs\stage15.md                         | Markdown         |         47 |          0 |          7 |         54 |
| d:\Projects\C\cleonos\docs\stage2.md                          | Markdown         |         30 |          0 |          5 |         35 |
| d:\Projects\C\cleonos\docs\stage20.md                         | Markdown         |         46 |          0 |          6 |         52 |
| d:\Projects\C\cleonos\docs\stage21.md                         | Markdown         |         72 |          0 |          7 |         79 |
| d:\Projects\C\cleonos\docs\stage22.md                         | Markdown         |         68 |          0 |          7 |         75 |
| d:\Projects\C\cleonos\docs\stage23.md                         | Markdown         |         41 |          0 |          6 |         47 |
| d:\Projects\C\cleonos\docs\stage24.md                         | Markdown         |         42 |          0 |          7 |         49 |
| d:\Projects\C\cleonos\docs\stage25.md                         | Markdown         |         58 |          0 |          7 |         65 |
| d:\Projects\C\cleonos\docs\stage26.md                         | Markdown         |         32 |          0 |          7 |         39 |
| d:\Projects\C\cleonos\docs\stage27.md                         | Markdown         |         28 |          0 |          7 |         35 |
| d:\Projects\C\cleonos\docs\stage28.md                         | Markdown         |         37 |          0 |          7 |         44 |
| d:\Projects\C\cleonos\docs\stage29.md                         | Markdown         |         33 |          0 |          7 |         40 |
| d:\Projects\C\cleonos\docs\stage3.md                          | Markdown         |         29 |          0 |          5 |         34 |
| d:\Projects\C\cleonos\docs\stage4.md                          | Markdown         |         30 |          0 |          5 |         35 |
| d:\Projects\C\cleonos\docs\stage5.md                          | Markdown         |         29 |          0 |          5 |         34 |
| d:\Projects\C\cleonos\docs\stage6.md                          | Markdown         |         30 |          0 |          6 |         36 |
| d:\Projects\C\cleonos\docs\stage7.md                          | Markdown         |         34 |          0 |          6 |         40 |
| d:\Projects\C\cleonos\docs\stage8.md                          | Markdown         |         31 |          0 |          6 |         37 |
| d:\Projects\C\cleonos\docs\stage9.md                          | Markdown         |         31 |          0 |          6 |         37 |
| d:\Projects\C\cleonos\docs\syscall.md                         | Markdown         |        251 |          0 |        124 |        375 |
| d:\Projects\C\cleonos\ramdisk\shell\init.cmd                  | Batch            |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\scripts\gen-tty-psf.ps1                 | PowerShell       |        171 |          2 |         42 |        215 |
| d:\Projects\C\cleonos\wine\README.md                          | Markdown         |         37 |          0 |         14 |         51 |
| d:\Projects\C\cleonos\wine\cleonos_wine.py                    | Python           |          3 |          1 |          3 |          7 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\__init__.py       | Python           |          4 |          0 |          1 |          5 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\cli.py            | Python           |         44 |          0 |         10 |         54 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\constants.py      | Python           |         63 |          1 |         10 |         74 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\input_pump.py     | Python           |         82 |          0 |         17 |         99 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\platform.py       | Python           |         37 |          0 |          4 |         41 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\runner.py         | Python           |        753 |          0 |        137 |        890 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\state.py          | Python           |        104 |          0 |         27 |        131 |
| d:\Projects\C\cleonos\wine\requirements.txt                   | pip requirements |          1 |          0 |          1 |          2 |
| Total                                                         |                  |     13,838 |         10 |      3,547 |     17,395 |
+---------------------------------------------------------------+------------------+------------+------------+------------+------------+
